Space Data
QuorumThresh = 10
Colony size = 200
T, S, P0, P1, P2, A1, A2, R1, R2
0, 0, 200, 0, 0, 0, 0, 0, 0
1, 0, 200, 0, 0, 0, 0, 0, 0
2, 40, 160, 0, 0, 0, 0, 0, 0
3, 40, 160, 0, 0, 0, 0, 0, 0
4, 40, 160, 0, 0, 0, 0, 0, 0
5, 40, 160, 0, 0, 0, 0, 0, 0
6, 40, 160, 0, 0, 0, 0, 0, 0
7, 40, 160, 0, 0, 0, 0, 0, 0
8, 40, 160, 0, 0, 0, 0, 0, 0
9, 40, 160, 0, 0, 0, 0, 0, 0
10, 40, 160, 0, 0, 0, 0, 0, 0
11, 40, 160, 0, 0, 0, 0, 0, 0
12, 40, 160, 0, 0, 0, 0, 0, 0
13, 40, 160, 0, 0, 0, 0, 0, 0
14, 40, 160, 0, 0, 0, 0, 0, 0
15, 40, 160, 0, 0, 0, 0, 0, 0
16, 40, 160, 0, 0, 0, 0, 0, 0
17, 39, 160, 0, 0, 0, 1, 0, 0
18, 39, 160, 0, 0, 0, 1, 0, 0
19, 39, 160, 0, 0, 0, 1, 0, 0
20, 39, 160, 0, 0, 0, 1, 0, 0
21, 39, 160, 0, 0, 0, 1, 0, 0
22, 39, 160, 0, 0, 0, 1, 0, 0
23, 38, 160, 0, 0, 0, 2, 0, 0
24, 38, 160, 0, 0, 0, 2, 0, 0
25, 38, 160, 0, 0, 0, 2, 0, 0
26, 38, 160, 0, 0, 0, 2, 0, 0
27, 38, 160, 0, 0, 0, 2, 0, 0
28, 38, 160, 0, 0, 0, 2, 0, 0
29, 37, 160, 0, 0, 1, 2, 0, 0
30, 37, 160, 0, 0, 1, 2, 0, 0
31, 36, 160, 0, 0, 2, 2, 0, 0
32, 36, 160, 0, 0, 2, 2, 0, 0
33, 36, 160, 0, 0, 2, 2, 0, 0
34, 36, 160, 0, 0, 2, 2, 0, 0
35, 36, 160, 0, 0, 2, 2, 0, 0
36, 36, 160, 0, 0, 2, 2, 0, 0
37, 36, 160, 0, 0, 2, 2, 0, 0
38, 36, 160, 0, 0, 2, 2, 0, 0
39, 36, 160, 0, 0, 2, 2, 0, 0
40, 36, 160, 0, 0, 2, 2, 0, 0
41, 36, 160, 0, 0, 2, 2, 0, 0
42, 36, 160, 0, 0, 2, 2, 0, 0
43, 36, 160, 0, 0, 2, 2, 0, 0
44, 36, 160, 0, 0, 2, 2, 0, 0
45, 36, 160, 0, 0, 2, 2, 0, 0
46, 36, 160, 0, 0, 2, 2, 0, 0
47, 35, 160, 0, 0, 2, 3, 0, 0
48, 35, 160, 0, 0, 2, 3, 0, 0
49, 35, 160, 0, 0, 2, 3, 0, 0
50, 34, 160, 0, 0, 2, 4, 0, 0
51, 34, 160, 0, 0, 2, 4, 0, 0
52, 34, 160, 0, 0, 2, 4, 0, 0
53, 34, 160, 0, 0, 2, 4, 0, 0
54, 34, 160, 0, 0, 2, 4, 0, 0
55, 34, 160, 0, 0, 2, 4, 0, 0
56, 34, 160, 0, 0, 2, 4, 0, 0
57, 34, 160, 0, 0, 2, 4, 0, 0
58, 34, 160, 0, 0, 2, 4, 0, 0
59, 33, 160, 0, 0, 2, 5, 0, 0
60, 33, 160, 0, 0, 2, 5, 0, 0
61, 33, 160, 0, 0, 2, 5, 0, 0
62, 33, 160, 0, 0, 2, 5, 0, 0
63, 33, 160, 0, 0, 2, 5, 0, 0
64, 33, 160, 0, 0, 2, 5, 0, 0
