Space Data
QuorumThresh = 1
Colony size = 200
T, S, P0, P1, P2, A1, A2, R1, R2
0, 0, 200, 0, 0, 0, 0, 0, 0
1, 0, 200, 0, 0, 0, 0, 0, 0
2, 0, 200, 0, 0, 0, 0, 0, 0
3, 49, 151, 0, 0, 0, 0, 0, 0
4, 49, 151, 0, 0, 0, 0, 0, 0
5, 49, 151, 0, 0, 0, 0, 0, 0
6, 49, 151, 0, 0, 0, 0, 0, 0
7, 49, 151, 0, 0, 0, 0, 0, 0
8, 49, 151, 0, 0, 0, 0, 0, 0
9, 49, 151, 0, 0, 0, 0, 0, 0
10, 49, 151, 0, 0, 0, 0, 0, 0
11, 49, 151, 0, 0, 0, 0, 0, 0
12, 49, 151, 0, 0, 0, 0, 0, 0
13, 49, 151, 0, 0, 0, 0, 0, 0
14, 49, 151, 0, 0, 0, 0, 0, 0
15, 49, 151, 0, 0, 0, 0, 0, 0
16, 49, 151, 0, 0, 0, 0, 0, 0
17, 49, 151, 0, 0, 0, 0, 0, 0
18, 49, 151, 0, 0, 0, 0, 0, 0
19, 49, 151, 0, 0, 0, 0, 0, 0
20, 49, 151, 0, 0, 0, 0, 0, 0
21, 49, 151, 0, 0, 0, 0, 0, 0
22, 48, 151, 0, 0, 1, 0, 0, 0
23, 48, 151, 0, 0, 1, 0, 0, 0
24, 48, 151, 0, 0, 1, 0, 0, 0
25, 48, 151, 0, 0, 1, 0, 0, 0
26, 48, 151, 0, 0, 1, 0, 0, 0
27, 48, 151, 0, 0, 1, 0, 0, 0
28, 48, 151, 0, 0, 1, 0, 0, 0
29, 48, 151, 0, 0, 1, 0, 0, 0
30, 48, 151, 0, 0, 1, 0, 0, 0
31, 48, 151, 0, 0, 1, 0, 0, 0
32, 48, 151, 0, 0, 1, 0, 0, 0
33, 48, 151, 0, 0, 1, 0, 0, 0
34, 48, 151, 0, 0, 1, 0, 0, 0
35, 48, 151, 0, 0, 1, 0, 0, 0
36, 48, 151, 0, 0, 1, 0, 0, 0
37, 48, 151, 0, 0, 1, 0, 0, 0
38, 48, 151, 0, 0, 1, 0, 0, 0
39, 47, 151, 0, 0, 1, 1, 0, 0
40, 47, 151, 0, 0, 1, 1, 0, 0
41, 47, 151, 0, 0, 1, 1, 0, 0
42, 47, 151, 0, 0, 1, 1, 0, 0
43, 47, 151, 0, 0, 1, 1, 0, 0
44, 47, 151, 0, 0, 1, 1, 0, 0
45, 47, 151, 0, 0, 1, 1, 0, 0
46, 47, 151, 0, 0, 1, 1, 0, 0
47, 47, 151, 0, 0, 1, 1, 0, 0
48, 46, 151, 0, 0, 2, 1, 0, 0
49, 45, 151, 0, 0, 2, 2, 0, 0
50, 45, 151, 0, 0, 2, 2, 0, 0
51, 45, 151, 0, 0, 2, 2, 0, 0
52, 45, 151, 0, 0, 2, 2, 0, 0
53, 45, 151, 0, 0, 2, 2, 0, 0
54, 45, 151, 0, 0, 2, 2, 0, 0
55, 45, 151, 0, 0, 2, 2, 0, 0
56, 45, 151, 0, 0, 2, 2, 0, 0
57, 45, 151, 0, 0, 2, 2, 0, 0
58, 45, 151, 0, 0, 2, 2, 0, 0
59, 45, 151, 0, 0, 2, 2, 0, 0
60, 45, 151, 0, 0, 2, 2, 0, 0
61, 45, 151, 0, 0, 2, 2, 0, 0
62, 45, 151, 0, 0, 2, 2, 0, 0
63, 45, 151, 0, 0, 2, 2, 0, 0
64, 45, 151, 0, 0, 2, 2, 0, 0
