Space Data
QuorumThresh = 4
Colony size = 200
T, S, P0, P1, P2, A1, A2, R1, R2
0, 0, 200, 0, 0, 0, 0, 0, 0
1, 0, 200, 0, 0, 0, 0, 0, 0
2, 0, 200, 0, 0, 0, 0, 0, 0
3, 46, 154, 0, 0, 0, 0, 0, 0
4, 46, 154, 0, 0, 0, 0, 0, 0
5, 46, 154, 0, 0, 0, 0, 0, 0
6, 46, 154, 0, 0, 0, 0, 0, 0
7, 46, 154, 0, 0, 0, 0, 0, 0
8, 46, 154, 0, 0, 0, 0, 0, 0
9, 46, 154, 0, 0, 0, 0, 0, 0
10, 46, 154, 0, 0, 0, 0, 0, 0
11, 46, 154, 0, 0, 0, 0, 0, 0
12, 46, 154, 0, 0, 0, 0, 0, 0
13, 46, 154, 0, 0, 0, 0, 0, 0
14, 46, 154, 0, 0, 0, 0, 0, 0
15, 46, 154, 0, 0, 0, 0, 0, 0
16, 46, 154, 0, 0, 0, 0, 0, 0
17, 46, 154, 0, 0, 0, 0, 0, 0
18, 45, 154, 0, 0, 0, 1, 0, 0
19, 45, 154, 0, 0, 0, 1, 0, 0
20, 44, 154, 0, 0, 1, 1, 0, 0
21, 44, 154, 0, 0, 1, 1, 0, 0
22, 44, 154, 0, 0, 1, 1, 0, 0
23, 44, 154, 0, 0, 1, 1, 0, 0
24, 44, 154, 0, 0, 1, 1, 0, 0
25, 44, 154, 0, 0, 1, 1, 0, 0
26, 44, 154, 0, 0, 1, 1, 0, 0
27, 44, 154, 0, 0, 1, 1, 0, 0
28, 44, 154, 0, 0, 1, 1, 0, 0
29, 44, 154, 0, 0, 1, 1, 0, 0
30, 44, 154, 0, 0, 1, 1, 0, 0
31, 44, 154, 0, 0, 1, 1, 0, 0
32, 44, 154, 0, 0, 1, 1, 0, 0
33, 44, 154, 0, 0, 1, 1, 0, 0
34, 44, 154, 0, 0, 1, 1, 0, 0
35, 44, 154, 0, 0, 1, 1, 0, 0
36, 44, 154, 0, 0, 1, 1, 0, 0
37, 43, 154, 0, 0, 1, 2, 0, 0
38, 41, 154, 0, 0, 2, 3, 0, 0
39, 41, 154, 0, 0, 2, 3, 0, 0
40, 41, 154, 0, 0, 2, 3, 0, 0
41, 41, 154, 0, 0, 2, 3, 0, 0
42, 41, 154, 0, 0, 2, 3, 0, 0
43, 41, 154, 0, 0, 2, 3, 0, 0
44, 41, 154, 0, 0, 2, 3, 0, 0
45, 41, 154, 0, 0, 2, 3, 0, 0
46, 40, 154, 0, 0, 2, 4, 0, 0
47, 40, 154, 0, 0, 2, 4, 0, 0
48, 40, 154, 0, 0, 2, 4, 0, 0
49, 40, 154, 0, 0, 2, 4, 0, 0
50, 40, 154, 0, 0, 2, 4, 0, 0
51, 40, 154, 0, 0, 2, 4, 0, 0
52, 40, 154, 0, 0, 2, 4, 0, 0
53, 40, 154, 0, 0, 2, 4, 0, 0
54, 40, 154, 0, 0, 2, 4, 0, 0
55, 40, 154, 0, 0, 2, 4, 0, 0
56, 40, 154, 0, 0, 2, 4, 0, 0
57, 40, 154, 0, 0, 2, 4, 0, 0
58, 39, 154, 0, 0, 2, 5, 0, 0
59, 39, 154, 0, 0, 2, 5, 0, 0
60, 37, 154, 0, 0, 4, 5, 0, 0
61, 37, 154, 0, 0, 4, 5, 0, 0
62, 37, 154, 0, 0, 4, 5, 0, 0
63, 37, 154, 0, 0, 4, 5, 0, 0
64, 37, 154, 0, 0, 4, 5, 0, 0
